"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6CBKVF37","conferencePaper","2018","Mandracchia, Biagio; Gennari, Oriella; Bramanti, Alessia; Grilli, Simonetta; Ferraro, Pietro","Label-free quantification of the effects of lithium niobate polarization on cell adhesion via holographic microscopy","Journal of Biophotonics","","","10.1002/jbio.201700332","","The surface of a c− cut ferroelectric crystal at room temperature is characterized by the so-called screening surface charges, able to compensate the charge due to the spontaneous polarization. Recently, these charges inspired the investigation of the interaction affinity of live cells with lithium niobate and lithium tantalate crystals. However, different knowledge gaps still remain that prevent a reasonable application of these materials for biological applications. Here, a label-free holographic total internal reflection microscopy is shown; the technique is able to evaluate quantitatively the contact area of live fibroblast cells adhering onto the surface of a ferroelectric lithium niobate crystal. The results show values of contact area significantly different between cells adhering onto the positive or negative face of the crystal. This reinforces the reasons for using the polarization charge of these materials to study and/or control cellular processes and, thus, to develop an innovative platform based on polar dielectric functional substrates.","2018","2024-06-18 16:53:18","2024-06-18 16:53:18","","133–139","","","11","","","","","","","","SPIE","","","","","","","","","ISSN: 18640648 Issue: 8 PMID: 29405583","","","","lithium niobate; NIH-3T3 adhesion; quantitative phase imaging; spontaneous polarization; total internal reflection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEW8HFSU","journalArticle","2017","Bianco, Vittorio; Mandracchia, Biagio; Marchesano, Valentina; Pagliarulo, Vito; Olivieri, Federico; Coppola, Sara; Paturzo, Melania; Ferraro, Pietro","Endowing a plain fluidic chip with micro-optics: A holographic microscope slide","Light: Science and Applications","","20477538","10.1038/lsa.2017.55","http://www.nature.com/doifinder/10.1038/lsa.2017.55","Lab-on-a-Chip (LoC) devices are extremely promising in that they enable diagnostic functions at the point-of-care. Within this scope, an important goal is to design imaging schemes that can be used out of the laboratory. In this paper, we introduce and test a pocket holographic slide that allows digital holography microscopy to be performed without an interferometer setup. Instead, a commercial off-the-shelf plastic chip is engineered and functionalized with this aim. The microfluidic chip is endowed with micro-optics, that is, a diffraction grating and polymeric lenses, to build an interferometer directly on the chip, avoiding the need for a reference arm and external bulky optical components. Thanks to the single-beam scheme, the system is completely integrated and robust against vibrations, sharing the useful features of any common path interferometer. Hence, it becomes possible to bring holographic functionalities out of the lab, moving complexity from the external optical apparatus to the chip itself. Label-free imaging and quantitative phase contrast mapping of live samples are demonstrated, along with flexible refocusing capabilities. Thus, a liquid volume can be analyzed in one single shot with no need for mechanical scanning systems.","2017","2024-06-18 16:53:18","2024-06-18 16:53:18","","e17055","","9","6","","","","","","","","","","","","","","","","","","","C:\Users\biagi\Zotero\storage\R8FUZ5XC\Bianco et al._Light Science & Applications_2017_Endowing a plain fluidic chip with micro-optics a holographic microscope slide.pdf","","Digital holography; Diffraction gratings; Lab-on-a-Chip; Micro-optics; Optical devices; Polymer printing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WYP4D89","thesis","2017","Mandracchia, Biagio; National, Italian; Microscopy, Coherent Light; Analysis, Quantitative Phase; Ferraro, Pietro; Wax, Adam; View, Zeev Zalevsky; On, L A N; For, Chip; Science, Biomedical; Chorent, B Y; Holography, Microscopydigital; View, Modality","Looking at the Interface : Novel Microscopy Techniques for Quantitative Phase Imaging in Total Internal Reflection","","","","","","","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","","","","","","","","","","","","University of Naples ""Federico II""; Institute of Applied Sciences and\simłdots","","","","PhD Thesis","","","","","Issue: May","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK9TRGFT","journalArticle","2017","Mandracchia, B.; Bianco, V.; Wang, Z.; Paturzo, M.; Ferraro, Pietro","Compact module for high-throughput label-free imaging with custom field of view","Optics InfoBase Conference Papers","","21622701","10.1364/FIO.2017.FW5D.1","","We designed a LoC with embedded optofluidic holographic microscopy capabilities. Object flow allows unlimited FoV microscopy of samples in a liquid volume. High-throughput counting and 3D tracking of RBCs is demonstrated.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","","","","Part F66-F","","","","","","","","","","","","","","","","","ISBN: 9781943580330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJTAHPP6","journalArticle","2017","Mandracchia, B.; Bianco, V.; Wang, Z.; Paturzo, M.; Bramanti, A.; Pioggia, G.; Ferraro, Pietro","Pocket module for single beam off-axis digital holography microscopy","Optics InfoBase Conference Papers","","21622701","10.1109/cleoe-eqec.2017.8087187","","","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","","","","Part F82-C","","","","","","","","","","","","","","","","","ISBN: 9781509067367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU9ABENU","conferencePaper","2017","Mandracchia, B; Bianco, V; Wang, Z; Paturzo, M; Bramanti, A; Pioggia, G; Ferraro, P","Pocket module for single beam off-axis digital holography microscopy","Optics InfoBase Conference Papers","978-1-5090-6736-7","","10.1109/cleoe-eqec.2017.8087187","","","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","CL_2_2","","","Part F82-C","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMI8V2VQ","conferencePaper","2017","Mandracchia, B; Gennari, O; Paturzo, M; Ferraro, P","Digital holography of total internal reflection to image cell/substrate contacts","Optics InfoBase Conference Papers","978-1-5090-6736-7","","10.1109/cleoe-eqec.2017.8087204","","","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","CL_5_2","","","Part F82-C","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P4BYEEW","conferencePaper","2017","Mandracchia, B.; Bianco, V.; Wang, Z.; Paturzo, M.; Bramanti, A.; Pioggia, G.; Ferraro, P.","A pocket device for high-throughput optofluidic holographic microscopy","Optical Methods for Inspection, Characterization, and Imaging of Biomaterials III","978-1-5106-1111-5","","10.1117/12.2271814","","© COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only. Here we introduce a compact holographic microscope embedded onboard a Lab-on-A-Chip (LoC) platform. A wavefront division interferometer is realized by writing a polymer grating onto the channel to extract a reference wave from the object wave impinging the LoC. A portion of the beam reaches the samples flowing along the channel path, carrying their information content to the recording device, while one of the diffraction orders from the grating acts as an off-Axis reference wave. Polymeric micro-lenses are delivered forward the chip by Pyro-ElectroHydroDynamic (Pyro-EHD) inkjet printing techniques. Thus, all the required optical components are embedded onboard a pocket device, and fast, non-iterative, reconstruction algorithms can be used. We use our device in combination with a novel high-Throughput technique, named Space-Time Digital Holography (STDH). STDH exploits the samples motion inside microfluidic channels to obtain a synthetic hologram, mapped in a hybrid space-Time domain, and with intrinsic useful features. Indeed, a single Linear Sensor Array (LSA) is sufficient to build up a synthetic representation of the entire experiment (i.e.The STDH) with unlimited Field of View (FoV) along the scanning direction, independently from the magnification factor. The throughput of the imaging system is dramatically increased as STDH provides unlimited FoV, refocusable imaging of samples inside the liquid volume with no need for hologram stitching. To test our embedded STDH microscopy module, we counted, imaged and tracked in 3D with high-Throughput red blood cells moving inside the channel volume under non ideal flow conditions.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","103330R","","","10333","","","","","","","","","","","","","","","","","ISSN: 1996756X","","","","Digital Holography; Lab-on-A-chip; Microfluidics.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNJ52TRN","conferencePaper","2017","Bianco, V.; Mandracchia, B.; Nazzaro, F.; Marchesano, V.; Gennari, O.; Paturzo, M.; Grilli, S.; Ferraro, P.","Food quality inspection by speckle decorrelation properties of bacteria colonies","Optical Methods for Inspection, Characterization, and Imaging of Biomaterials III","978-1-5106-1111-5","","10.1117/12.2272945","","The development of tools for rapid food quality inspection is a highly pursued goal. These could be valuable devices to be used by food producers in factories or the customers themselves in specific installations at the marketplace. Here we show how speckle patterns in coherent imaging systems can be can be employed as indicators of the presence of bacteria colonies contaminating food or water. Speckle decorrelation is induced by the self-propelling movement of these organisms when they interact with coherent light. Hence, their presence can be detected using a simple setup in a condition in which the single element cannot be imaged, but the properties of the ensemble can be exploited. Thanks to the small magnification factor we set, our system can inspect a large Field-of-View (FoV). We show the possibility to discriminate between fresh and contaminated food, thus paving the way to the rapid food quality testing by consumers at the marketplace.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","103331N","","","10333","","","","","","","","","","","","","","","","","ISSN: 1996756X","","","","Bacteria; Food; Digital Holography; Coherent imaging; Imaging; Noise in imaging systems; Speckle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKEQJBTF","conferencePaper","2017","Bianco, V.; Mandracchia, B.; Wang, Z.; Paturzo, M.; Bramanti, A.; Pioggia, G.; Ferraro, P.","High-throughput label-free optofluidic imaging and 3D tracking using a pocket holographic microscope slide","Optics InfoBase Conference Papers","978-1-5090-6736-7","","10.1117/12.2283075","","We designed a LoC with embedded optofluidic holographic microscopy capabilities. Object flow allows unlimited FoV microscopy of samples in a liquid volume. High-throughput counting and 3D tracking of RBCs is demonstrated.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","","","","Part F61-E","","","","","","","","","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ5LS6RR","conferencePaper","2017","Mandracchia, B.; Paturzo, M.; Ferraro, P.","Quantitative phase imaging by evanescent wave microscopy","Optics InfoBase Conference Papers","978-1-943580-33-0","","10.1364/FIO.2017.FW2C.3","","Here we show the versatility of Digital Holography Microscopy for the development of innovative systems for quantitative phase imaging of Total Internal Reflection.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","","","","Part F66-F","","","","","","","","","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GC5ZEIWV","journalArticle","2017","Coppola, Sara; Vespini, Veronica; Olivieri, Federico; Nasti, Giuseppe; Todino, Michele; Mandracchia, Biagio; Pagliarulo, Vito; Ferraro, Pietro","Direct self-assembling and patterning of semiconductor quantum dots on transferable elastomer layer","Applied Surface Science","","01694332","10.1016/j.apsusc.2016.12.071","http://dx.doi.org/10.1016/j.apsusc.2016.12.071 http://linkinghub.elsevier.com/retrieve/pii/S016943321632788X","Functionalization of thin and stretchable polymer layers by nano- and micro-patterning of nanoparticles is a very promising field of research that can lead to many different applications in biology and nanotechnology. In this work, we present a new procedure to self-assemble semiconductor quantum dots (QDs) nanoparticles by a simple fabrication process on a freestanding flexible PolyDiMethylSiloxane (PDMS) membrane. We used a Periodically Poled Lithium Niobate (PPLN) crystal to imprint a micrometrical pattern on the PDMS membrane that drives the QDs self-structuring on its surface. This process allows patterning QDs with different wavelength emissions in a single step in order to tune the overall emission spectrum of the composite, tuning the QDs mixing ratio.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","160–166","","January","399","","","","","","","","","","","","","","","","","Publisher: Elsevier B.V.","","","","PolyDiMethylSiloxane (PDMS) membrane; Quantum dots; Self-assembling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8I92I3XR","journalArticle","2017","Mandracchia, Biagio; Bianco, Vittorio; Wang, Zhe; Mugnano, Martina; Bramanti, Alessia; Paturzo, Melania; Ferraro, Pietro","Holographic microscope slide in a spatiooral imaging modality for reliable 3D cell counting","Lab on a Chip","","14730189","10.1039/c7lc00414a","http://xlink.rsc.org/?DOI=C7LC00414A","In the current trend of miniaturization and simplification of imaging flow cytometry, Lab-on-a-Chip (LoC) microfluidic devices represent an innovative and cost-effective solution. In this framework, we propose for the first time a novel platform based on the compactness of a holographic microscope slide (HMS) in combination with the new computational features of space-time digital holography (STDH) that uses a 1D linear sensor array (LSA) instead of 2D CCD or CMOS cameras to respond to real diagnostic needs. In this LoC platform, computational methods, holography, and microfluidics are intertwined in order to provide an imaging system with a reduced amount of optical components and capability to achieve reliable cell counting even in the absence of very accurate flow control. STDH exploits the sample motion into the microfluidic channel to obtain an unlimited field-of-view along the flow direction, independent of the magnification factor. Furthermore, numerical refocusing typical of a holographic modality allows imaging and visualization of the entire volume of the channel, thus avoiding loss of information due to the limited depth of focus of standard microscopes. Consequently, we believe that this platform could open new perspectives for enhancing the throughput by 3D volumetric imaging.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","2831–2838","","16","17","","","","","","","","","","","","","","","","","Publisher: Royal Society of Chemistry PMID: 28722051","","C:\Users\biagi\Zotero\storage\W8EWYSGW\Mandracchia et al._Lab Chip_2017_Holographic Microscope Slide in Spatio-Temporal Imaging Modality for Reliable 3D Cell Counting.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHXLHX4S","conferencePaper","2017","Mandracchia, Biagio; Wang, Zhe; Ferraro, Pietro; Ferraro, Vincenzo; Tammaro, Daniele; Di Maio, Ernesto; Maffettone, Pier Luca","Interferometric measurement of film thickness during bubble blowing","Optical Methods for Inspection, Characterization, and Imaging of Biomaterials III","978-1-5106-1111-5","","10.1117/12.2274754","","© COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only. In this paper, we propose digital holography in transmission configuration as an effective method to measure the time-dependent thickness of polymeric films during bubble blowing. We designed a complete set of experiments to measure bubble thickness, including the evaluation of the refractive index of the polymer solution. We report the measurement of thickness distribution along the film during the bubble formation process until the bubbleâ€s rupture. Based on those data, the variation range and variation trend of bubble film thickness are clearly measured during the process of expansion to fracture is indicated.","2017","2024-06-18 16:53:19","2024-06-18 16:53:19","","63","","","10333","","","","","","","","SPIE","","","","","","","","","ISSN: 1996756X Issue: 6936","","C:\Users\biagi\Zotero\storage\AVBHJ4SN\Wang et al._Proceedings of SPIE - The International Society for Optical Engineering_2017_Interferometric measurement of film.pdf","","Digital holography; Bare Bubbles; Bubble lifetime.; Film drainage; Quantitative phase imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYF5DD22","journalArticle","2017","Mandracchia, Biagio; Gennari, Oriella; Marchesano, Valentina; Paturzo, Melania; Ferraro, Pietro","Label free imaging of cell-substrate contacts by holographic total internal reflection microscopy","Journal of Biophotonics","","18640648","10.1002/jbio.201600177","http://doi.wiley.com/10.1002/jbio.201600177","The study of cell adhesion contacts is pivotal to understand cell mechanics and interaction at substrates or chemical and physical stimuli. We designed and built a HoloTIR microscope for label-free quantitative phase imaging of total internal reflection. Here we show for the first time that HoloTIR is a good choice for label-free study of focal contacts and of cell/substrate interaction as its sensitivity is enhanced in comparison with standard TIR microscopy. Finally, the simplicity of implementation and relative low cost, due to the requirement of less optical components, make HoloTIR a reasonable alternative, or even an addition, to TIRF microscopy for mapping cell/substratum topography. As a proof of concept, we studied the formation of focal contacts of fibroblasts on three substrates with different levels of affinity for cell adhesion. (Figure presented.).","2017","2024-06-18 16:53:20","2024-06-18 16:53:20","","1163–1170","","9","10","","","","","","","","","","","","","","","","","PMID: 27804236","","C:\Users\biagi\Zotero\storage\IISEYYNN\Mandracchia et al._Journal of Biophotonics_2016_Label free imaging of cell-substrate contacts by holographic total internal reflection m.pdf","","Microscopy; Cell Membrane [A11.284.149]; Cell Shape [G04.320]; Interference [E05.595.513]; Microscopy [E05.595]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK9522TE","conferencePaper","2016","Mandracchia, B.; Finizio, A.; Ferraro, P.","Mimicking cataract-induced visual dysfunction by means of protein denaturation in egg albumen","Ophthalmic Technologies XXVI","978-1-62841-927-6","","10.1117/12.2218130","","? 2016 SPIE.As the world's population ages, cataract-induced visual dysfunction and blindness is on the increase. This is a significant global problem. The most common symptoms of cataracts are glared and blurred vision. Usually, people with cataract have trouble seeing and reading at distance or in low light and also their color perception is altered. Furthermore, cataract is a sneaky disease as it is usually a very slow but progressive process, which creates adaptation so that patients find it difficult to recognize. All this can be very difficult to explain, so we built and tested an optical device to help doctors giving comprehensive answers to the patients""? symptoms. This device allows visualizing how cataract impairs vision mimicking the optical degradation of the crystalline related cataracts. This can be a valuable optical tool for medical education as well as to provide a method to illustrate the patients how cataract progression process will affect their vision.","2016","2024-06-18 16:53:20","2024-06-18 16:53:20","","96931V","","","9693","","","","","","","","","","","","","","","","","ISSN: 16057422","","","","[Ophthalmology; Optical Devices; Vision]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNBTF8PP","conferencePaper","2016","Mandracchia, B.; Pagliarulo, V.; Paturzo, M.; Ferraro, P.","Through-the-objective holographic surface plasmon resonance imaging for quantitative measurement of thin film thickness","Quantitative Phase Imaging II","978-1-62841-952-8","","10.1117/12.2218419","","? 2016 SPIE.We built and tested a Holographic Surface Plasmon Resonance (HoloSPR) objective-based microscope for simultaneous amplitude-contrast and phase-contrast Surface Plasmon Resonance imaging (SPRi). SPRi is a widely spread tool for label-free detection of changes in refractive index and concentration, as well as mapping of thin films. However, to obtain quantitative data of thin film thickness, usually scanning techniques have to be employed. Thanks to the simultaneous detection of amplitude and phase, we show that HoloSPRi provides a versatile imaging tool for high-throughput SPR detection, which yields, moreover, the possibility of non-scanning quantitative measurements of thin film thickness.","2016","2024-06-18 16:53:20","2024-06-18 16:53:20","","97182W","","","9718","","","","","","","","","","","","","","","","","ISSN: 16057422","","","","[Holography; Surface Plasmon Imaging; Thin films]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWMFERZ5","journalArticle","2016","Coppola, Sara; Nasti, Giuseppe; Mandracchia, Biagio; Vespini, Veronica; Grilli, Simonetta; Pagliarulo, Vito; Pareo, Paola; Manca, Michele; Carbone, Luigi; Gigli, Giuseppe; Ferraro, Pietro","Twofold Self-Assembling of Nanocrystals into Nanocomposite Polymer","IEEE Journal on Selected Topics in Quantum Electronics","","1077260X","10.1109/JSTQE.2015.2449657","http://ieeexplore.ieee.org/document/7132694/","In this paper, we introduce a single-step self-assembling process aimed at forming two-dimensional (2-D) array microstructures made from a nanocomposite polymer layer in which are dispersed CdSe-CdS nanocrystals. The novelty of the process reported here is that it operates simultaneously as a two-fold process where the liquid polymer matrix is self-shaped by electrohydrodynamic pressure as a 2-D array of microstructures, while at the same time, the nanocrystals are self-assembled by dielectrophoretic forces. The proposed approach could inspire future smart fabrication techniques for producing self-assembled lensed nanocomposite layers. In principle, the method is scalable down to diameter lens up to few micrometers.","2016-01","2024-06-18 16:53:20","2024-06-18 16:53:20","","1–7","","1","22","","","","","","","","","","","","","","","","","Publisher: IEEE","","C:\Users\biagi\Zotero\storage\NU84G27J\Coppola et al._IEEE Journal on Selected Topics in Quantum Electronics_2016_Twofold Self-Assembling of Nanocrystals into Nanocomposite Po.pdf","","lithium niobate crystals; microlenses; nanocrystals; polymer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X28X97GZ","journalArticle","2015","Mandracchia, B; Pagliarulo, V; Paturzo, M; Ferraro, P","Surface plasmon resonance imaging by holographic enhanced mapping","Analytical Chemistry","","15206882","10.1021/acs.analchem.5b00095","","We designed, constructed and tested a holographic surface plasmon resonance (HoloSPR) objective-based microscope for simultaneous amplitude-contrast and phase-contrast surface plasmon resonance imaging (SPRi). SPRi is a widely spread tool for label-free detection of changes in refractive index and concentration, as well as mapping of thin films. Currently, most of the SPR sensors rely on the detection of amplitude or phase changes of light. Despite the high sensitivities achieved so far, each technique alone has a limited detection range with optimal sensitivity. Here we use a high numerical aperture objective that avoids all the limitations due to the use of a prism-based configuration, yielding highly magnified and distortion-free images. Holographic reconstructions of SPR images and real-time kinetic measurements are presented to show the capability of HoloSPR to provide a versatile imaging method for high-throughput SPR detection complementary to conventional SPR techniques.","2015","2024-06-18 16:53:21","2024-06-18 16:53:21","","4124–4128","","8","87","","","","","","","","","","","","","","","","","Publisher: American Chemical Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AQHIWVR","conferencePaper","2014","Coppola, Sara; Vespini, Veronica; Merola, Francesco; Mandracchia, Biagio; Grilli, Simonetta; Ferraro, Pietro","Unusual 3D lithography approaches for fabrication of polymeric photonic microstructures","Optical Components and Materials XI","978-0-8194-9895-3","","10.1117/12.2036628","http://proceedings.spiedigitallibrary.org/proceeding.aspx?doi=10.1117/12.2036628","Novel and intriguing lithographic approaches based on instabilities of liquid polymers and electro-hydro-dynamic at nanoscale have been developed. The unusual fabrication methods were aimed at fabricating 3D polymeric microstructures. A variety of microstructures were fabricated and tested for applications in different fields.","2014","2024-06-18 16:53:21","2024-06-18 16:53:21","","89820N","","","8982","","","","","","","","","","","","","","","","","ISSN: 1996756X Issue: I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YES2H77","conferencePaper","2014","Coppola, S.; Mandracchia, B.; Nasti, G.; Vespini, V.; Pareo, P.; Carbone, L.; Manca, M.; Gigli, G.; Ferraro, P.","Polymer self-assembling of light converting microlenses arrays","Micro-Optics 2014","978-1-62841-078-5","","10.1117/12.2058111","","In the case of light emitting semiconducting polymers, different techniques have been used for the fabrication of electroluminescent devices. Experiments and characterizations have been carried out at different operating voltages and for voltage dependent emission color also combining the processability of organic materials with efficient luminescence displayed by inorganic nanocrystals (NCs). In fact, the experimental perspective to disperse emitting colloidal NCs into polymers has allowed to further engineer hybrid organic-inorganic materials introducing innovative functionalities as for instance photoluminescence conversion capabilities. This has proved of great interest for novel applications such as the fabrication of photonic crystals and, notably, of innovative solar cells showing enhanced efficiency. Here we report on the fabrication of novel active micro-optical elements made by a mixture of rod-shaped inorganic NCs dispersed into poly-dimethylsiloxane. ? 2014 SPIE.","2014","2024-06-18 16:53:21","2024-06-18 16:53:21","","91300Q","","","9130","","","","","","","","","","","","","","","","","ISSN: 1996756X","","","","microlenses; polymer; interferometry; pyro-electric effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DMDK2G9","journalArticle","2011","Pesce, Giuseppe; Mandracchia, Biagio; Orabona, Emanuele; Rusciano, Giulia; De Stefano, Luca; Sasso, Antonio","Mapping electric fields generated by microelectrodes using optically trapped charged microspheres","Lab on a Chip","","14730189","10.1039/c1lc20432g","","In this work, we show a new technique to measure the direction and amplitude of the electric field generated by microelectrodes in a liquid environment, as often used in microfluidic devices. The method is based on the use of optical tweezers as a force transducer. A trapped, charged particle behaves as a probe. With this technique, it is possible to obtain a detailed map of the electric field, even for very complex electrode structures with a resolution below a micrometre and with a sensitivity as low as a few hundreds of V m-1. © 2011 The Royal Society of Chemistry.","2011","2024-06-18 16:53:21","2024-06-18 16:53:21","","4113–4116","","23","11","","","","","","","","","","","","","","","","","Publisher: Royal Society of Chemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPH4JCVN","conferencePaper","2011","Pesce, G.; Mandracchia, B.; Orabona, E.; Rusciano, G.; De Stefano, L.; Sasso, A.","Local electric field measurements by optical tweezers","AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali","","","10.1478/C1V89S1P075","http://cab.unime.it/journals/index.php/AAPP/article/view/C1V89S1P075","We report a new technique to measure direction and amplitude of electric felds generated by microelectrodes embedded in polar liquid environment, as often used in microfuidic devices. The method is based on optical tweezers which act as sensitive force transducer while a trapped charged microsphere behaves as a probe. When an electric feld is applied the particles moves from its equilibrium position and fnishes in a new equilibrium position where electric and optical forces are balanced.A trapped bead is moved to explore the electric feld in a wide region around the microelectrodes. In such way maps of electric felds with high spatial resolution can be reconstructed even for complex electrode geometries where numerical simulation approaches can fail. Experimental results are compared with calculations based on fnite element analysis simulation. © 2011 by the Author(s); licensee Accademia Peloritana dei Pericolanti, Messina, Italy.","2011","2024-06-18 16:53:21","2024-06-18 16:53:21","","1–6","","","89","","","","","","","","","","","","","","","","","ISSN: 03650359 Issue: SUPPL. 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
